id_user,asistencia_webinars,clicks_bolsa_trabajo,situacion_laboral,clicks_marketing,profesion,recencia_interaccion,cliente_antiguo,ubicacion_region,tipo_entidad_interes,estado_postulacion_historica,compro_curso
HIST-503,4,8,sector_publico,alta,Arquitecto,27,0,Lima,Otro,Otro,1
HIST-504,7,15,independiente,media,Arquitecto,129,1,Otro,Gobierno Regional,Postulante frecuente,1
HIST-505,1,12,sector_publico,nula,Profesor,10,1,Lima,Otro,Otro,1
HIST-506,7,13,sector_publico,media,Arquitecto,152,1,Cusco,Otro,Postulante frecuente,1
HIST-507,3,18,sector_publico,alta,Contador,117,0,Callao,Municipalidades,Otro,1
HIST-508,5,9,sector_publico,alta,Ingeniero,49,1,Otro,Ministerios/Poder Ejecutivo,Finalista/Seleccionado,1
HIST-509,10,11,independiente,alta,Medico,173,1,Otro,Otro,Solo visualizador,1
HIST-510,6,1,sector_privado,media,Administrador,79,0,Piura,Municipalidades,Otro,0
HIST-511,0,1,independiente,nula,Abogado,158,0,Cusco,Organismos Autónomos,Postulante frecuente,0
HIST-512,8,18,independiente,alta,Profesor,12,1,Otro,Municipalidades,Postulante frecuente,1
HIST-513,7,17,sector_publico,nula,Profesor,84,1,Callao,Ministerios/Poder Ejecutivo,Otro,1
HIST-514,5,20,independiente,alta,Profesor,19,0,Lima,Gobierno Regional,Otro,1
HIST-515,7,18,sector_publico,media,Contador,163,0,Arequipa,Organismos Autónomos,Otro,1
HIST-516,0,12,independiente,media,Arquitecto,132,0,Callao,Organismos Autónomos,Postulante frecuente,0
HIST-517,9,20,sector_privado,media,Economista,43,0,Cusco,Ministerios/Poder Ejecutivo,Solo visualizador,0
HIST-518,3,2,independiente,media,Contador,71,1,Callao,Otro,Otro,0
HIST-519,2,11,sector_publico,alta,Medico,103,1,Piura,Municipalidades,Finalista/Seleccionado,0
HIST-520,0,6,independiente,nula,Profesor,134,0,Lima,Organismos Autónomos,Finalista/Seleccionado,0
HIST-521,1,1,sector_publico,alta,Profesor,139,0,Otro,Organismos Autónomos,Otro,0
HIST-522,0,3,sector_publico,media,Contador,97,0,Lima,Otro,Finalista/Seleccionado,0
HIST-523,8,6,sector_privado,nula,Profesor,157,1,Otro,Otro,Otro,1
HIST-524,9,2,independiente,nula,Profesor,114,0,Lima,Otro,Postulante frecuente,0
HIST-525,10,3,sector_privado,nula,Otro,165,1,Lima,Ministerios/Poder Ejecutivo,Otro,1
HIST-526,7,19,sector_privado,nula,Arquitecto,30,1,Otro,Municipalidades,Otro,1
HIST-527,10,16,sector_publico,media,Arquitecto,66,1,Piura,Otro,Otro,1
HIST-528,8,12,independiente,alta,Otro,99,1,Lima,Municipalidades,Otro,1
HIST-529,7,6,sector_publico,alta,Economista,36,0,Arequipa,Organismos Autónomos,Otro,1
HIST-530,6,19,sector_privado,alta,Ingeniero,90,0,Otro,Organismos Autónomos,Solo visualizador,1
HIST-531,10,0,sector_privado,media,Medico,169,0,Lima,Otro,Otro,0
HIST-532,9,2,sector_publico,nula,Abogado,44,1,Callao,Organismos Autónomos,Solo visualizador,1
HIST-533,2,7,independiente,nula,Administrador,47,0,Callao,Municipalidades,Finalista/Seleccionado,0
HIST-534,9,9,sector_privado,nula,Economista,90,1,Cusco,Organismos Autónomos,Otro,1
HIST-535,4,14,sector_privado,media,Administrador,6,0,Cusco,Ministerios/Poder Ejecutivo,Postulante frecuente,1
HIST-536,1,3,sector_privado,alta,Ingeniero,11,1,Lima,Otro,Finalista/Seleccionado,0
HIST-537,10,3,sector_privado,nula,Profesor,119,1,Callao,Otro,Otro,0
HIST-538,3,17,sector_privado,media,Economista,8,1,Cusco,Municipalidades,Solo visualizador,1
HIST-539,9,11,sector_publico,media,Abogado,30,0,Callao,Ministerios/Poder Ejecutivo,Solo visualizador,1
HIST-540,5,19,sector_privado,nula,Profesor,172,0,Callao,Otro,Finalista/Seleccionado,0
HIST-541,8,3,sector_privado,alta,Administrador,61,1,Lima,Municipalidades,Finalista/Seleccionado,1
HIST-542,8,17,sector_publico,media,Otro,7,0,Lima,Ministerios/Poder Ejecutivo,Otro,1
HIST-543,5,10,sector_privado,nula,Ingeniero,85,1,Cusco,Gobierno Regional,Otro,1
HIST-544,0,15,sector_privado,alta,Economista,17,1,Arequipa,Organismos Autónomos,Postulante frecuente,0
HIST-545,4,14,sector_privado,alta,Administrador,106,1,Cusco,Organismos Autónomos,Solo visualizador,1
HIST-546,4,1,sector_privado,media,Economista,119,0,Callao,Municipalidades,Postulante frecuente,0
HIST-547,5,11,sector_publico,media,Otro,172,1,Piura,Ministerios/Poder Ejecutivo,Postulante frecuente,1
HIST-548,4,13,independiente,alta,Arquitecto,0,1,Lima,Municipalidades,Otro,1
HIST-549,9,1,sector_publico,media,Medico,105,0,Lima,Municipalidades,Otro,0
HIST-550,0,9,sector_privado,media,Arquitecto,86,1,Callao,Otro,Finalista/Seleccionado,0
HIST-551,6,12,sector_publico,media,Economista,97,1,Cusco,Ministerios/Poder Ejecutivo,Solo visualizador,1
HIST-552,1,2,sector_publico,nula,Administrador,38,1,Arequipa,Municipalidades,Postulante frecuente,0
HIST-553,5,0,independiente,nula,Administrador,50,0,Lima,Gobierno Regional,Finalista/Seleccionado,0
HIST-554,8,16,sector_publico,media,Profesor,10,0,Cusco,Otro,Otro,1
HIST-555,2,15,independiente,alta,Arquitecto,125,1,Piura,Ministerios/Poder Ejecutivo,Finalista/Seleccionado,0
HIST-556,0,10,independiente,alta,Otro,12,1,Callao,Municipalidades,Solo visualizador,0
HIST-557,1,11,sector_privado,nula,Profesor,43,0,Cusco,Otro,Postulante frecuente,0
HIST-558,3,1,sector_publico,alta,Profesor,177,0,Otro,Gobierno Regional,Otro,1
HIST-559,3,18,sector_publico,alta,Medico,125,1,Cusco,Municipalidades,Postulante frecuente,1
HIST-560,4,6,sector_privado,nula,Economista,23,0,Piura,Municipalidades,Otro,0
HIST-561,8,8,independiente,media,Economista,19,0,Callao,Gobierno Regional,Solo visualizador,0
HIST-562,10,14,sector_privado,media,Arquitecto,7,1,Arequipa,Ministerios/Poder Ejecutivo,Solo visualizador,1
HIST-563,2,8,sector_publico,nula,Economista,9,1,Arequipa,Municipalidades,Solo visualizador,1
HIST-564,7,11,sector_privado,nula,Economista,158,0,Callao,Otro,Postulante frecuente,1
HIST-565,1,18,sector_publico,media,Arquitecto,121,1,Arequipa,Gobierno Regional,Finalista/Seleccionado,0
HIST-566,9,7,sector_privado,alta,Otro,10,1,Lima,Organismos Autónomos,Otro,1
HIST-567,0,8,sector_privado,media,Medico,86,1,Arequipa,Ministerios/Poder Ejecutivo,Finalista/Seleccionado,0
HIST-568,7,19,sector_publico,alta,Contador,59,1,Lima,Ministerios/Poder Ejecutivo,Otro,1
HIST-569,5,18,sector_privado,nula,Economista,161,1,Cusco,Otro,Finalista/Seleccionado,1
HIST-570,7,17,sector_publico,media,Medico,52,1,Arequipa,Municipalidades,Postulante frecuente,1
HIST-571,0,8,sector_privado,nula,Administrador,101,0,Cusco,Ministerios/Poder Ejecutivo,Finalista/Seleccionado,0
HIST-572,8,9,sector_privado,alta,Abogado,58,0,Piura,Gobierno Regional,Postulante frecuente,1
HIST-573,3,10,sector_privado,media,Economista,108,1,Arequipa,Organismos Autónomos,Otro,1
HIST-574,0,9,sector_privado,media,Arquitecto,29,0,Piura,Organismos Autónomos,Solo visualizador,0
HIST-575,9,12,independiente,nula,Abogado,75,0,Callao,Ministerios/Poder Ejecutivo,Otro,0
HIST-576,4,9,independiente,media,Abogado,166,1,Arequipa,Otro,Finalista/Seleccionado,1
HIST-577,7,14,sector_privado,alta,Otro,170,1,Piura,Gobierno Regional,Solo visualizador,1
HIST-578,6,16,independiente,alta,Contador,21,1,Piura,Otro,Otro,1
HIST-579,6,13,independiente,nula,Contador,69,1,Lima,Organismos Autónomos,Finalista/Seleccionado,1
HIST-580,4,3,independiente,alta,Administrador,170,0,Cusco,Otro,Otro,0
HIST-581,0,18,sector_publico,media,Abogado,55,0,Arequipa,Municipalidades,Solo visualizador,0
HIST-582,9,0,sector_privado,nula,Contador,133,1,Lima,Municipalidades,Postulante frecuente,1
HIST-583,3,12,independiente,alta,Profesor,128,1,Arequipa,Gobierno Regional,Postulante frecuente,1
HIST-584,0,4,independiente,nula,Economista,30,1,Lima,Municipalidades,Postulante frecuente,0
HIST-585,6,8,sector_publico,nula,Administrador,146,1,Piura,Gobierno Regional,Finalista/Seleccionado,1
HIST-586,0,13,independiente,alta,Abogado,117,1,Piura,Gobierno Regional,Solo visualizador,0
HIST-587,1,4,sector_publico,alta,Economista,160,1,Otro,Municipalidades,Solo visualizador,0
HIST-588,7,19,sector_publico,nula,Abogado,91,0,Cusco,Otro,Otro,0
HIST-589,6,13,sector_publico,alta,Medico,175,0,Otro,Organismos Autónomos,Solo visualizador,1
HIST-590,10,18,independiente,media,Economista,66,0,Callao,Ministerios/Poder Ejecutivo,Finalista/Seleccionado,0
HIST-591,3,3,sector_privado,nula,Abogado,105,1,Cusco,Otro,Finalista/Seleccionado,1
HIST-592,5,19,sector_privado,media,Profesor,22,0,Arequipa,Organismos Autónomos,Postulante frecuente,0
HIST-593,8,7,sector_publico,alta,Contador,65,1,Piura,Municipalidades,Postulante frecuente,1
HIST-594,0,10,sector_publico,media,Abogado,149,0,Callao,Gobierno Regional,Solo visualizador,0
HIST-595,2,15,sector_privado,alta,Otro,172,0,Cusco,Gobierno Regional,Otro,0
HIST-596,7,3,independiente,media,Arquitecto,89,0,Otro,Organismos Autónomos,Otro,0
HIST-597,6,15,sector_publico,alta,Economista,107,1,Lima,Ministerios/Poder Ejecutivo,Finalista/Seleccionado,1
HIST-598,6,20,sector_publico,nula,Ingeniero,164,1,Callao,Organismos Autónomos,Postulante frecuente,1
HIST-599,8,2,sector_privado,alta,Abogado,103,0,Lima,Organismos Autónomos,Otro,0
HIST-600,2,3,sector_publico,alta,Medico,177,1,Lima,Organismos Autónomos,Postulante frecuente,0
HIST-601,8,9,sector_publico,alta,Arquitecto,174,0,Callao,Municipalidades,Finalista/Seleccionado,1
HIST-602,2,19,independiente,media,Medico,155,1,Callao,Organismos Autónomos,Otro,0
HIST-603,6,6,sector_publico,nula,Administrador,39,1,Cusco,Municipalidades,Postulante frecuente,1
HIST-604,10,10,sector_privado,nula,Abogado,130,0,Cusco,Otro,Otro,0
HIST-605,1,11,independiente,media,Administrador,40,0,Piura,Otro,Solo visualizador,0
HIST-606,6,12,independiente,alta,Economista,90,0,Cusco,Gobierno Regional,Postulante frecuente,1
HIST-607,1,11,independiente,nula,Administrador,173,0,Lima,Otro,Otro,0
HIST-608,2,1,sector_privado,nula,Economista,80,0,Cusco,Ministerios/Poder Ejecutivo,Finalista/Seleccionado,0
HIST-609,4,8,independiente,alta,Contador,146,1,Lima,Municipalidades,Finalista/Seleccionado,1
HIST-610,1,20,independiente,media,Contador,132,0,Piura,Gobierno Regional,Postulante frecuente,0
HIST-611,6,14,sector_publico,alta,Otro,94,1,Lima,Otro,Postulante frecuente,1
HIST-612,0,0,sector_privado,nula,Arquitecto,25,0,Callao,Organismos Autónomos,Otro,0
HIST-613,2,15,sector_publico,media,Contador,24,0,Callao,Gobierno Regional,Otro,0
HIST-614,1,0,sector_publico,alta,Medico,83,1,Piura,Otro,Otro,0
HIST-615,10,20,sector_publico,media,Abogado,18,0,Otro,Otro,Finalista/Seleccionado,0
HIST-616,9,8,sector_publico,nula,Abogado,98,1,Cusco,Ministerios/Poder Ejecutivo,Finalista/Seleccionado,1
HIST-617,7,15,sector_privado,nula,Contador,164,1,Arequipa,Municipalidades,Solo visualizador,1
HIST-618,1,7,independiente,media,Abogado,164,0,Otro,Municipalidades,Otro,0
HIST-619,0,13,sector_publico,alta,Contador,58,1,Piura,Gobierno Regional,Postulante frecuente,0
HIST-620,9,17,sector_privado,nula,Administrador,57,1,Callao,Organismos Autónomos,Postulante frecuente,1
HIST-621,7,2,independiente,alta,Ingeniero,99,1,Otro,Municipalidades,Otro,1
HIST-622,10,9,sector_publico,nula,Profesor,93,0,Otro,Organismos Autónomos,Finalista/Seleccionado,0
HIST-623,8,17,independiente,nula,Profesor,57,0,Callao,Organismos Autónomos,Solo visualizador,0
HIST-624,8,13,sector_publico,media,Otro,10,1,Callao,Gobierno Regional,Solo visualizador,1
HIST-625,5,13,sector_publico,nula,Contador,113,0,Arequipa,Organismos Autónomos,Solo visualizador,1
HIST-626,6,9,sector_publico,alta,Administrador,105,0,Piura,Ministerios/Poder Ejecutivo,Postulante frecuente,1
HIST-627,9,1,independiente,alta,Profesor,95,1,Lima,Municipalidades,Solo visualizador,1
HIST-628,9,18,sector_privado,alta,Abogado,107,1,Otro,Municipalidades,Solo visualizador,1
HIST-629,3,5,independiente,alta,Administrador,117,0,Otro,Gobierno Regional,Postulante frecuente,0
HIST-630,0,6,sector_privado,media,Contador,105,1,Piura,Organismos Autónomos,Finalista/Seleccionado,0
HIST-631,7,17,sector_privado,nula,Otro,4,0,Piura,Municipalidades,Solo visualizador,1
HIST-632,2,2,sector_publico,alta,Otro,28,1,Lima,Otro,Otro,0
HIST-633,8,6,sector_publico,nula,Administrador,156,0,Lima,Organismos Autónomos,Postulante frecuente,1
HIST-634,4,7,sector_privado,nula,Contador,67,1,Cusco,Ministerios/Poder Ejecutivo,Solo visualizador,1
HIST-635,6,7,independiente,media,Economista,150,0,Lima,Municipalidades,Finalista/Seleccionado,0
HIST-636,10,20,sector_publico,nula,Contador,85,1,Arequipa,Gobierno Regional,Finalista/Seleccionado,1
HIST-637,5,4,sector_privado,media,Administrador,144,0,Arequipa,Gobierno Regional,Finalista/Seleccionado,0
HIST-638,10,0,independiente,nula,Profesor,120,1,Lima,Municipalidades,Postulante frecuente,1
HIST-639,0,12,independiente,media,Profesor,3,0,Callao,Gobierno Regional,Otro,0
HIST-640,10,17,sector_publico,nula,Administrador,0,0,Otro,Municipalidades,Finalista/Seleccionado,1
HIST-641,8,11,independiente,alta,Arquitecto,76,1,Lima,Otro,Solo visualizador,1
HIST-642,2,15,sector_publico,nula,Ingeniero,24,1,Arequipa,Gobierno Regional,Finalista/Seleccionado,1
HIST-643,8,3,sector_privado,alta,Otro,36,0,Otro,Otro,Finalista/Seleccionado,0
HIST-644,9,16,independiente,alta,Arquitecto,91,0,Arequipa,Gobierno Regional,Otro,1
HIST-645,5,2,independiente,alta,Administrador,177,1,Piura,Gobierno Regional,Finalista/Seleccionado,1
HIST-646,7,13,sector_privado,media,Arquitecto,139,0,Lima,Gobierno Regional,Otro,1
HIST-647,1,8,independiente,alta,Profesor,78,1,Callao,Organismos Autónomos,Postulante frecuente,0
HIST-648,9,9,sector_privado,alta,Medico,23,1,Callao,Ministerios/Poder Ejecutivo,Solo visualizador,1
HIST-649,10,16,independiente,nula,Contador,150,0,Otro,Ministerios/Poder Ejecutivo,Postulante frecuente,0
HIST-650,2,16,sector_privado,alta,Arquitecto,104,0,Otro,Otro,Postulante frecuente,0
HIST-651,10,9,independiente,alta,Abogado,46,0,Lima,Municipalidades,Postulante frecuente,0
HIST-652,2,14,independiente,media,Abogado,33,0,Arequipa,Organismos Autónomos,Postulante frecuente,0
HIST-653,4,8,sector_publico,nula,Economista,9,1,Arequipa,Gobierno Regional,Solo visualizador,1
HIST-654,6,20,sector_privado,alta,Medico,54,1,Arequipa,Ministerios/Poder Ejecutivo,Postulante frecuente,1
HIST-655,5,4,independiente,nula,Arquitecto,82,0,Otro,Otro,Finalista/Seleccionado,0
HIST-656,7,17,sector_privado,alta,Economista,138,0,Otro,Otro,Solo visualizador,1
HIST-657,5,3,independiente,media,Administrador,65,1,Otro,Ministerios/Poder Ejecutivo,Otro,1
HIST-658,1,20,sector_privado,media,Profesor,11,0,Lima,Gobierno Regional,Solo visualizador,0
HIST-659,1,7,independiente,alta,Medico,41,0,Otro,Organismos Autónomos,Otro,0
HIST-660,6,2,independiente,media,Medico,108,0,Arequipa,Gobierno Regional,Solo visualizador,0
HIST-661,4,8,independiente,alta,Abogado,23,0,Callao,Ministerios/Poder Ejecutivo,Postulante frecuente,1
HIST-662,6,15,sector_privado,alta,Medico,49,0,Cusco,Otro,Solo visualizador,1
HIST-663,8,19,independiente,media,Profesor,108,0,Lima,Ministerios/Poder Ejecutivo,Solo visualizador,1
HIST-664,4,3,sector_privado,nula,Otro,89,0,Otro,Organismos Autónomos,Postulante frecuente,1
HIST-665,7,18,sector_publico,media,Medico,174,1,Callao,Municipalidades,Finalista/Seleccionado,1
HIST-666,5,12,sector_publico,nula,Ingeniero,162,1,Piura,Municipalidades,Otro,1
HIST-667,4,15,sector_publico,media,Abogado,131,0,Arequipa,Municipalidades,Solo visualizador,1
HIST-668,0,17,sector_publico,nula,Profesor,110,0,Arequipa,Ministerios/Poder Ejecutivo,Solo visualizador,0
HIST-669,10,1,sector_publico,media,Profesor,53,0,Piura,Organismos Autónomos,Finalista/Seleccionado,0
HIST-670,1,20,independiente,alta,Profesor,68,1,Lima,Organismos Autónomos,Finalista/Seleccionado,0
HIST-671,2,6,independiente,nula,Abogado,180,1,Otro,Otro,Otro,0
HIST-672,0,9,sector_privado,nula,Ingeniero,121,0,Cusco,Municipalidades,Finalista/Seleccionado,0
HIST-673,0,17,sector_privado,nula,Economista,8,0,Callao,Ministerios/Poder Ejecutivo,Otro,0
HIST-674,6,4,sector_privado,nula,Arquitecto,167,1,Piura,Gobierno Regional,Solo visualizador,1
HIST-675,4,5,independiente,media,Ingeniero,65,0,Lima,Gobierno Regional,Finalista/Seleccionado,0
HIST-676,4,16,sector_publico,alta,Ingeniero,134,0,Otro,Organismos Autónomos,Solo visualizador,1
HIST-677,1,1,independiente,alta,Profesor,43,0,Callao,Otro,Postulante frecuente,0
HIST-678,6,20,sector_publico,nula,Administrador,105,1,Otro,Otro,Postulante frecuente,1
HIST-679,9,20,sector_privado,media,Administrador,164,1,Piura,Gobierno Regional,Finalista/Seleccionado,1
HIST-680,3,18,sector_publico,nula,Otro,29,0,Cusco,Municipalidades,Otro,0
HIST-681,7,10,sector_publico,nula,Economista,12,1,Arequipa,Gobierno Regional,Solo visualizador,1
HIST-682,2,16,independiente,alta,Medico,23,0,Callao,Gobierno Regional,Finalista/Seleccionado,0
HIST-683,6,12,sector_privado,nula,Contador,154,1,Cusco,Gobierno Regional,Otro,1
HIST-684,5,5,sector_privado,alta,Contador,52,1,Callao,Organismos Autónomos,Postulante frecuente,1
HIST-685,5,9,sector_privado,nula,Ingeniero,64,0,Callao,Municipalidades,Otro,0
HIST-686,9,9,independiente,media,Abogado,59,0,Cusco,Ministerios/Poder Ejecutivo,Finalista/Seleccionado,0
HIST-687,3,9,sector_publico,media,Administrador,17,1,Piura,Organismos Autónomos,Postulante frecuente,1
HIST-688,2,17,sector_privado,media,Economista,98,1,Otro,Gobierno Regional,Postulante frecuente,0
HIST-689,2,2,sector_privado,alta,Profesor,17,1,Lima,Organismos Autónomos,Otro,0
HIST-690,10,13,sector_publico,nula,Economista,95,1,Cusco,Organismos Autónomos,Otro,1
HIST-691,8,20,sector_publico,media,Contador,124,0,Cusco,Organismos Autónomos,Postulante frecuente,1
HIST-692,4,12,sector_publico,nula,Contador,176,0,Lima,Organismos Autónomos,Solo visualizador,0
HIST-693,3,19,sector_privado,media,Medico,142,0,Otro,Ministerios/Poder Ejecutivo,Postulante frecuente,1
HIST-694,3,13,sector_publico,media,Profesor,108,0,Piura,Otro,Postulante frecuente,1
HIST-695,0,17,sector_privado,alta,Abogado,141,1,Lima,Organismos Autónomos,Postulante frecuente,0
HIST-696,3,11,sector_privado,media,Administrador,50,1,Piura,Gobierno Regional,Finalista/Seleccionado,1
HIST-697,6,0,sector_privado,nula,Ingeniero,31,0,Arequipa,Municipalidades,Otro,0
HIST-698,8,18,independiente,alta,Abogado,161,0,Piura,Organismos Autónomos,Otro,0
HIST-699,6,6,sector_privado,alta,Administrador,117,0,Piura,Municipalidades,Postulante frecuente,0
HIST-700,0,14,independiente,nula,Abogado,5,1,Arequipa,Organismos Autónomos,Postulante frecuente,1
HIST-701,9,10,independiente,alta,Administrador,164,1,Callao,Gobierno Regional,Postulante frecuente,1
HIST-702,5,0,sector_privado,media,Economista,60,0,Otro,Otro,Finalista/Seleccionado,0
HIST-703,5,19,sector_privado,alta,Medico,104,0,Piura,Municipalidades,Postulante frecuente,0
HIST-704,8,3,sector_privado,nula,Ingeniero,104,1,Otro,Otro,Postulante frecuente,1
HIST-705,1,7,sector_privado,media,Arquitecto,152,1,Callao,Gobierno Regional,Otro,0
HIST-706,0,15,sector_publico,media,Otro,104,1,Otro,Municipalidades,Otro,1
HIST-707,10,5,independiente,media,Contador,142,0,Piura,Otro,Finalista/Seleccionado,0
HIST-708,5,15,sector_publico,media,Contador,101,0,Callao,Gobierno Regional,Finalista/Seleccionado,1
HIST-709,10,7,independiente,alta,Medico,31,0,Piura,Organismos Autónomos,Solo visualizador,0
HIST-710,7,18,sector_privado,media,Economista,136,1,Lima,Organismos Autónomos,Otro,1
HIST-711,5,9,independiente,alta,Ingeniero,38,0,Callao,Ministerios/Poder Ejecutivo,Finalista/Seleccionado,0
HIST-712,0,5,independiente,media,Contador,45,0,Cusco,Municipalidades,Finalista/Seleccionado,0
HIST-713,0,20,sector_privado,media,Profesor,145,0,Piura,Gobierno Regional,Otro,0
HIST-714,9,16,sector_privado,nula,Administrador,163,0,Callao,Municipalidades,Finalista/Seleccionado,0
HIST-715,3,9,sector_publico,nula,Economista,175,1,Arequipa,Ministerios/Poder Ejecutivo,Otro,1
HIST-716,5,19,sector_privado,alta,Otro,87,1,Otro,Organismos Autónomos,Otro,1
HIST-717,10,20,sector_privado,nula,Otro,119,1,Callao,Gobierno Regional,Solo visualizador,1
HIST-718,3,1,sector_publico,media,Otro,18,1,Cusco,Organismos Autónomos,Finalista/Seleccionado,1
HIST-719,0,14,sector_privado,nula,Contador,22,1,Lima,Organismos Autónomos,Solo visualizador,0
HIST-720,10,13,sector_publico,media,Contador,8,0,Cusco,Otro,Otro,1
HIST-721,1,1,independiente,media,Profesor,41,1,Otro,Ministerios/Poder Ejecutivo,Finalista/Seleccionado,0
HIST-722,1,5,independiente,alta,Profesor,73,1,Otro,Otro,Postulante frecuente,0
HIST-723,5,5,independiente,nula,Arquitecto,10,1,Piura,Otro,Solo visualizador,1
HIST-724,7,18,sector_publico,media,Economista,15,0,Lima,Municipalidades,Postulante frecuente,1
HIST-725,2,18,sector_privado,alta,Administrador,75,1,Piura,Otro,Finalista/Seleccionado,0
HIST-726,1,6,sector_privado,media,Otro,163,1,Callao,Organismos Autónomos,Solo visualizador,0
HIST-727,7,12,sector_publico,alta,Medico,6,1,Callao,Municipalidades,Postulante frecuente,1
HIST-728,10,14,sector_privado,alta,Ingeniero,120,1,Callao,Gobierno Regional,Finalista/Seleccionado,1
HIST-729,2,8,independiente,nula,Administrador,33,0,Cusco,Otro,Solo visualizador,0
HIST-730,9,15,sector_publico,alta,Administrador,114,0,Piura,Gobierno Regional,Finalista/Seleccionado,1
HIST-731,3,11,sector_privado,nula,Ingeniero,113,0,Otro,Municipalidades,Otro,0
HIST-732,10,11,independiente,media,Arquitecto,16,1,Otro,Gobierno Regional,Solo visualizador,1
HIST-733,4,3,independiente,alta,Economista,99,1,Piura,Municipalidades,Otro,1
HIST-734,6,7,sector_publico,nula,Administrador,132,1,Otro,Otro,Otro,1
HIST-735,2,0,sector_publico,alta,Administrador,74,0,Lima,Municipalidades,Finalista/Seleccionado,0
HIST-736,4,14,sector_publico,alta,Profesor,119,1,Callao,Municipalidades,Finalista/Seleccionado,1
HIST-737,6,17,sector_publico,alta,Abogado,36,1,Callao,Otro,Finalista/Seleccionado,1
HIST-738,7,13,sector_privado,alta,Otro,151,0,Callao,Municipalidades,Solo visualizador,1
HIST-739,4,19,sector_privado,media,Economista,89,0,Piura,Otro,Otro,0
HIST-740,4,10,independiente,alta,Ingeniero,67,0,Piura,Municipalidades,Postulante frecuente,1
HIST-741,1,12,sector_privado,nula,Medico,149,1,Piura,Ministerios/Poder Ejecutivo,Otro,0
HIST-742,8,13,independiente,nula,Abogado,91,1,Otro,Gobierno Regional,Otro,1
HIST-743,1,5,sector_publico,alta,Abogado,154,1,Arequipa,Gobierno Regional,Otro,0
HIST-744,8,20,independiente,nula,Contador,137,1,Arequipa,Municipalidades,Solo visualizador,1
HIST-745,1,8,sector_publico,nula,Administrador,105,0,Cusco,Municipalidades,Otro,0
HIST-746,5,19,sector_privado,alta,Profesor,77,0,Cusco,Organismos Autónomos,Postulante frecuente,1
HIST-747,9,7,independiente,media,Profesor,52,1,Piura,Municipalidades,Otro,1
HIST-748,5,20,independiente,alta,Contador,165,1,Otro,Ministerios/Poder Ejecutivo,Postulante frecuente,1
HIST-749,3,5,sector_publico,nula,Administrador,157,1,Cusco,Municipalidades,Finalista/Seleccionado,1
HIST-750,2,13,sector_publico,media,Contador,121,0,Callao,Gobierno Regional,Postulante frecuente,0
HIST-751,3,20,sector_publico,nula,Abogado,99,0,Lima,Gobierno Regional,Finalista/Seleccionado,1
HIST-752,4,15,independiente,nula,Medico,10,1,Callao,Otro,Solo visualizador,1
HIST-753,1,11,independiente,alta,Ingeniero,117,1,Piura,Municipalidades,Postulante frecuente,0
HIST-754,6,2,sector_privado,nula,Profesor,119,0,Otro,Ministerios/Poder Ejecutivo,Finalista/Seleccionado,0
HIST-755,0,17,sector_publico,nula,Contador,137,1,Otro,Municipalidades,Otro,1
HIST-756,1,11,sector_privado,alta,Medico,161,0,Lima,Municipalidades,Otro,0
HIST-757,4,12,sector_publico,alta,Administrador,129,1,Piura,Gobierno Regional,Finalista/Seleccionado,1
HIST-758,8,16,sector_publico,nula,Medico,120,0,Piura,Municipalidades,Postulante frecuente,1
HIST-759,6,18,sector_publico,media,Abogado,137,1,Arequipa,Municipalidades,Finalista/Seleccionado,1
HIST-760,4,11,independiente,alta,Economista,114,1,Arequipa,Organismos Autónomos,Solo visualizador,1
HIST-761,0,20,sector_privado,nula,Medico,66,1,Otro,Organismos Autónomos,Finalista/Seleccionado,0
HIST-762,3,2,sector_privado,nula,Economista,85,0,Cusco,Municipalidades,Postulante frecuente,0
HIST-763,5,2,sector_privado,media,Economista,172,1,Cusco,Organismos Autónomos,Postulante frecuente,1
HIST-764,9,1,sector_privado,alta,Economista,35,1,Cusco,Gobierno Regional,Otro,1
HIST-765,3,15,independiente,alta,Arquitecto,166,0,Otro,Otro,Solo visualizador,1
HIST-766,6,13,independiente,media,Medico,134,1,Otro,Otro,Finalista/Seleccionado,1
HIST-767,2,4,independiente,nula,Ingeniero,29,1,Cusco,Otro,Finalista/Seleccionado,0
HIST-768,3,15,sector_publico,media,Contador,109,0,Arequipa,Otro,Postulante frecuente,1
HIST-769,8,7,sector_publico,alta,Administrador,64,1,Arequipa,Otro,Solo visualizador,1
HIST-770,5,14,sector_privado,media,Administrador,141,0,Piura,Organismos Autónomos,Postulante frecuente,1
HIST-771,6,8,sector_publico,alta,Arquitecto,160,1,Callao,Ministerios/Poder Ejecutivo,Finalista/Seleccionado,1
HIST-772,6,11,independiente,alta,Economista,67,1,Otro,Municipalidades,Otro,1
HIST-773,4,11,sector_publico,media,Ingeniero,156,0,Otro,Organismos Autónomos,Solo visualizador,0
HIST-774,6,12,independiente,nula,Economista,120,0,Cusco,Ministerios/Poder Ejecutivo,Postulante frecuente,0
HIST-775,6,10,sector_publico,media,Arquitecto,146,0,Callao,Organismos Autónomos,Finalista/Seleccionado,1
HIST-776,5,17,sector_privado,media,Otro,169,1,Callao,Organismos Autónomos,Solo visualizador,1
HIST-777,4,0,sector_publico,media,Contador,125,1,Cusco,Otro,Solo visualizador,1
HIST-778,9,19,sector_publico,alta,Medico,22,1,Callao,Otro,Postulante frecuente,1
